client_sk,client_id,first_name,last_name,date_of_birth,gender,city,country,acquisition_channel
1333,CL-001333,Isidor,Ruppert,1993-07-10,Male,Köln,Germany,Referral
1334,CL-001334,Erwin,Junk,1965-11-24,Male,Dortmund,Germany,Web
1335,CL-001335,Ester,Zimmer,1967-01-18,Female,Düsseldorf,Germany,Partner
1336,CL-001336,Gretel,Drewes,2003-09-26,Female,Frankfurt,Germany,Event
1337,CL-001337,Kunigunde,Gute,1980-08-10,Female,München,Germany,Partner
1338,CL-001338,Kirstin,Girschner,1986-09-13,Female,Frankfurt,Germany,Event
1339,CL-001339,Pamela,Rogner,1942-02-21,Female,München,Germany,Event
1340,CL-001340,Willy,Vogt,1971-09-21,Male,Düsseldorf,Germany,Web
1341,CL-001341,Veronique,Trommler,1954-07-29,Female,Köln,Germany,Event
1342,CL-001342,Heinz-Otto,Hornich,1996-11-16,Male,München,Germany,Web
1343,CL-001343,Muzaffer,Bohnbach,1996-01-15,Male,Köln,Germany,Referral
1344,CL-001344,Siegrun,Lange,1986-02-07,Female,Dortmund,Germany,Referral
1345,CL-001345,Jakob,Etzold,1983-05-29,Male,Düsseldorf,Germany,Referral
1346,CL-001346,Gereon,Hendriks,1957-07-03,Male,Stuttgart,Germany,Web
1347,CL-001347,Maurice,Fliegner,1988-12-24,Male,Frankfurt,Germany,Web
1348,CL-001348,Hildegart,Zobel,1965-12-18,Female,München,Switzerland,Referral
1349,CL-001349,Arndt,Meister,2007-09-22,Male,Bochum,Germany,Referral
1350,CL-001350,Lilo,Naser,1979-12-06,Female,Düsseldorf,Germany,Web
1351,CL-001351,Heidrun,Reinhardt,1974-10-13,Female,Köln,Germany,Event
1352,CL-001352,Viktor,Süßebier,1968-10-09,Male,Köln,Germany,Web
1353,CL-001353,Kira,Beier,1994-02-12,Female,Köln,Germany,Referral
1354,CL-001354,Yusuf,Klingelhöfer,1988-01-21,Male,Köln,Germany,Partner
1355,CL-001355,Timo,Reising,1980-09-19,Male,Hamburg,Germany,Partner
1356,CL-001356,Marco,Caspar,1947-10-02,Male,München,Germany,Referral
1357,CL-001357,Paola,Hering,1985-01-21,Female,München,Germany,Event
1358,CL-001358,Marianna,Klapp,1951-08-18,Female,Berlin,Switzerland,Web
1359,CL-001359,Marko,Schmidtke,1943-04-29,Male,Essen,Germany,Partner
1360,CL-001360,Kunigunda,Seidel,1986-05-30,Female,Berlin,Germany,Referral
1361,CL-001361,Marko,Kuhl,2006-02-06,Male,Düsseldorf,Germany,Referral
1362,CL-001362,Nina,Kabus,2006-01-10,Female,Köln,Germany,Partner
1363,CL-001363,Renata,Losekann,1947-07-09,Female,Stuttgart,Germany,Web
1364,CL-001364,Adem,Dippel,1957-11-30,Male,Hamburg,Germany,Web
1365,CL-001365,Doris,Pergande,1991-02-18,Female,München,Germany,Partner
1366,CL-001366,Karen,Roht,1979-10-24,Female,Hamburg,Germany,Web
1367,CL-001367,Mohammed,Ruppert,1955-05-08,Male,Leipzig,Germany,Referral
1368,CL-001368,Hellmut,Köster,1966-12-04,Male,München,Austria,Web
1369,CL-001369,Irmhild,Wirth,1986-07-21,Female,Berlin,Germany,Referral
1370,CL-001370,Klaus-Ulrich,Stumpf,1974-05-14,Male,Frankfurt,Germany,Referral
1371,CL-001371,Carla,Kaul,2008-03-15,Female,Frankfurt,Germany,Partner
1372,CL-001372,Alida,Nette,1947-06-04,Female,Berlin,Germany,Partner
1373,CL-001373,Ewa,Liebelt,2002-12-14,Female,Hannover,Germany,Referral
1374,CL-001374,Wenke,Caspar,1948-03-16,Female,Köln,Germany,Referral
1375,CL-001375,Senol,Vollbrecht,1949-12-13,Male,Berlin,Germany,Partner
1376,CL-001376,Halil,Jockel,1963-08-27,Male,Stuttgart,Austria,Referral
1377,CL-001377,Irena,Ziegert,1954-05-21,Female,München,Germany,Partner
1378,CL-001378,Karina,Nette,1964-01-05,Female,Frankfurt,Germany,Referral
1379,CL-001379,Ivanka,Dietz,1970-02-15,Female,Berlin,Germany,Referral
1380,CL-001380,Oswin,Textor,1971-02-05,Male,Stuttgart,Germany,Referral
1381,CL-001381,Gisbert,Börner,1960-09-28,Male,München,Germany,Partner
1382,CL-001382,Anatol,Tröst,1948-02-21,Male,Leipzig,Germany,Referral
1383,CL-001383,Aleksandar,Karz,1984-05-27,Male,Stuttgart,Germany,Event
1384,CL-001384,Bert,Stey,1994-10-02,Male,Köln,Germany,Referral
1385,CL-001385,Dariusz,Weihmann,1956-11-27,Male,Essen,Germany,Referral
1386,CL-001386,Jobst,Gertz,1977-11-12,Male,Dortmund,Germany,Partner
1387,CL-001387,Catharina,Kabus,1978-05-29,Female,Frankfurt,Germany,Event
1388,CL-001388,Hilma,Misicher,1956-02-01,Female,Köln,Germany,Web
1389,CL-001389,Ludmila,Lachmann,1983-03-01,,Frankfurt,Germany,Referral
1390,CL-001390,Cläre,Gotthard,1983-11-23,Female,Stuttgart,Germany,Referral
1391,CL-001391,Margot,Löwer,1967-03-25,Female,Dortmund,Germany,Referral
1392,CL-001392,Alma,Walter,1982-02-05,Female,Köln,Switzerland,Referral
1393,CL-001393,Thomas,Gumprich,1970-11-26,Male,Stuttgart,Germany,Web
1394,CL-001394,Knut,Lorch,1966-10-08,Male,Bochum,Germany,Web
1395,CL-001395,Abram,Tlustek,1954-12-04,Male,Frankfurt,Germany,Partner
1396,CL-001396,Danielle,Holsten,1991-07-04,Female,Köln,Germany,Web
1397,CL-001397,Nikolai,Bolnbach,1979-08-07,Male,München,Germany,Partner
1398,CL-001398,Auguste,Reising,1953-01-11,Female,Stuttgart,Germany,Web
1399,CL-001399,Gretl,Junk,1953-09-20,Female,Dortmund,Germany,Partner
1400,CL-001400,Heribert,Drewes,1958-02-28,Male,München,Germany,Partner
1401,CL-001401,Metin,Niemeier,1976-03-21,Male,Dortmund,Germany,Referral
1402,CL-001402,Xaver,Schwital,1961-08-20,Male,Hamburg,Austria,Web
1403,CL-001403,Lilly,Kraushaar,1981-11-28,Female,Bochum,Germany,Partner
1404,CL-001404,Hedwig,Schaaf,1948-01-31,Female,Köln,Austria,Web
1405,CL-001405,Geza,Kitzmann,1997-11-05,Female,Köln,Germany,Web
1406,CL-001406,Heribert,Schönland,1952-01-19,Male,Hamburg,Germany,Referral
1407,CL-001407,Rosemarie,Steinberg,1988-05-08,Female,Hamburg,Switzerland,Referral
1408,CL-001408,Roland,Huhn,2002-10-28,Male,München,Austria,Web
1409,CL-001409,Lotti,Schäfer,1946-01-28,Female,Hamburg,Germany,Referral
1410,CL-001410,Michael,Eimer,1961-08-15,Male,Hamburg,Germany,Referral
1411,CL-001411,Branko,Henck,1961-02-02,Male,Berlin,Germany,Web
1412,CL-001412,Boris,Gnatz,1965-09-17,Male,Düsseldorf,Germany,Web
1413,CL-001413,Necati,Faust,1975-01-26,Male,Frankfurt,Germany,Event
1414,CL-001414,Harriet,Lindner,1980-11-23,Female,Hannover,Germany,Partner
1415,CL-001415,Christian,Ruppert,1966-06-03,Male,Köln,Germany,Referral
1416,CL-001416,Hildegart,Gotthard,1973-06-05,Female,Köln,Germany,Web
1417,CL-001417,Magrit,Renner,1987-07-01,Female,Dortmund,Germany,Web
1418,CL-001418,Vassilios,Seidel,2003-08-23,Male,Hannover,Germany,Referral
1419,CL-001419,Dierk,Röhricht,1951-08-31,Male,München,Germany,Referral
1420,CL-001420,Ioannis,Hövel,1949-11-09,Male,Dortmund,Germany,Event
1421,CL-001421,Constance,Jopich,1997-08-09,Female,München,Germany,Web
1422,CL-001422,Hendrik,Scholl,1943-12-16,Male,Frankfurt,Germany,Partner
1423,CL-001423,Stjepan,Klemt,2005-01-30,Male,Berlin,Germany,Partner
1424,CL-001424,Adelbert,Neureuther,1949-08-07,Male,Hamburg,Germany,Event
1425,CL-001425,Cosima,Kraus,2005-11-24,Female,Köln,Germany,Web
1426,CL-001426,Karl-Ludwig,Pärtzelt,1984-10-01,Male,Leipzig,Germany,Referral
1427,CL-001427,Agathe,Lange,1986-11-26,,Essen,Germany,Web
1428,CL-001428,Ismail,Liebelt,1988-08-19,Male,Hamburg,Germany,Referral
1429,CL-001429,Sieghard,Martin,1973-07-25,Male,Hamburg,Germany,Web
1430,CL-001430,Denis,Carsten,1978-10-14,Male,Berlin,Germany,Referral
1431,CL-001431,Almuth,Wesack,1955-04-26,Female,Hamburg,Germany,Event
1432,CL-001432,Gabor,Beckmann,1959-01-05,Male,München,Germany,Web
1433,CL-001433,Enno,Renner,1959-12-14,Male,Köln,Germany,Event
1434,CL-001434,Dennis,Zahn,1971-06-06,Male,Düsseldorf,Germany,Referral
1435,CL-001435,Käthe,Weimer,1992-11-17,Female,Nürnberg,Germany,Referral
1436,CL-001436,Ottilie,Oderwald,1977-09-19,Female,Leipzig,Germany,Web
1437,CL-001437,Judith,Dowerg,1979-04-13,Female,Leipzig,Germany,Web
1438,CL-001438,Björn,Heuser,1993-01-20,Male,Berlin,Germany,Referral
1439,CL-001439,Jörg-Peter,Kobelt,1977-03-12,Male,Köln,Germany,Web
1440,CL-001440,Sami,Wernecke,1943-02-21,Male,Leipzig,Germany,Referral
1441,CL-001441,Olav,Tschentscher,1970-05-06,Female,München,Germany,Referral
1442,CL-001442,Klara,Harloff,2007-08-31,Female,Hamburg,Germany,Web
1443,CL-001443,Hildegunde,Dobes,1990-05-24,Female,Leipzig,Germany,Referral
1444,CL-001444,Sandra,Söding,1991-06-09,Female,Berlin,Germany,Referral
1445,CL-001445,Falk,Huhn,1999-11-03,Male,Nürnberg,Germany,Referral
1446,CL-001446,Alwina,Mende,1958-03-12,Female,München,Switzerland,Partner
1447,CL-001447,Halil,Christoph,1970-03-10,Male,Bochum,Switzerland,Referral
1448,CL-001448,Sonia,Drubin,1993-02-02,Female,Köln,Germany,Referral
1449,CL-001449,Rudi,Hellwig,1954-08-04,Male,München,Germany,Event
1450,CL-001450,Ruben,Walter,1980-04-25,Male,Hannover,Germany,Referral
1451,CL-001451,Moritz,Killer,1998-11-26,Male,Leipzig,Germany,Web
1452,CL-001452,Meta,Schmidt,1983-05-15,Female,Stuttgart,Germany,Referral
1453,CL-001453,Heinz,Gehringer,1982-03-28,Male,Frankfurt,Germany,Partner
1454,CL-001454,Brita,Ziegert,1954-05-15,Female,Berlin,Germany,Web
1455,CL-001455,Rudolph,Haering,1995-02-13,Male,Köln,Germany,Event
1456,CL-001456,Anna-Luise,Roskoth,1964-03-07,Female,München,Germany,Partner
1457,CL-001457,José,Holt,1980-12-03,Male,München,Germany,Referral
1458,CL-001458,Julius,Geisler,1962-05-02,Male,Berlin,Switzerland,Referral
1459,CL-001459,Zofia,Tlustek,1960-03-22,Female,Frankfurt,Germany,Partner
1460,CL-001460,Evangelia,Ruppersberger,1958-07-02,Female,München,Germany,Referral
1461,CL-001461,Walentina,Pieper,2007-05-16,Female,Frankfurt,Germany,Referral
1462,CL-001462,Tomasz,Stiebitz,1995-10-13,Male,Berlin,Germany,Referral
1463,CL-001463,Bela,Ernst,2005-10-28,Male,Berlin,Germany,Event
1464,CL-001464,Philipp,Zimmer,1968-04-26,Male,Berlin,Germany,Event
1465,CL-001465,Trudel,Bonbach,2007-11-06,Female,Stuttgart,Germany,Referral
1466,CL-001466,Erica,Sölzer,1948-12-10,Female,Frankfurt,Germany,Partner
1467,CL-001467,Mechtild,Eigenwillig,1957-04-19,Female,Berlin,Germany,Web
1468,CL-001468,Claus,Trub,1962-03-24,Male,Frankfurt,Germany,Referral
1469,CL-001469,Samira,Hentschel,1992-02-16,Female,Berlin,Germany,Referral
1470,CL-001470,Sibylla,Stey,1967-01-12,Female,Köln,Germany,Referral
1471,CL-001471,Ioannis,Faust,1979-08-08,Male,Dortmund,Germany,Partner
1472,CL-001472,Magdalena,Heuser,1983-01-12,Female,Frankfurt,Germany,Partner
1473,CL-001473,Harry,Kohl,1971-01-25,Male,München,Germany,Partner
1474,CL-001474,Annelie,Schulz,1994-05-19,Female,München,Germany,Referral
1475,CL-001475,Susanne,Wilmsen,1946-08-23,Female,Dortmund,Germany,Partner
1476,CL-001476,Hans-Wolfgang,Pieper,1991-05-02,Male,Düsseldorf,Germany,Partner
1477,CL-001477,Fredi,Täsche,2004-01-10,Male,Essen,Germany,Referral
1478,CL-001478,Theo,Koch,1971-04-02,Male,Köln,Germany,Web
1479,CL-001479,Walburga,Neuschäfer,1962-07-31,Female,Köln,Germany,Partner
1480,CL-001480,Klaus Peter,Adler,1999-06-09,Male,Köln,Germany,Web
1481,CL-001481,Reimar,Wagner,1946-08-25,Male,Köln,Germany,Referral
1482,CL-001482,Monja,Mielcarek,1983-07-06,Female,Stuttgart,Germany,Event
1483,CL-001483,Mehmet,Thanel,1964-09-07,Male,Leipzig,Germany,Referral
1484,CL-001484,Silvio,Bolnbach,1994-06-15,Male,Essen,Austria,Event
1485,CL-001485,Jozef,Kruschwitz,1955-02-18,Male,Hamburg,Germany,Partner
1486,CL-001486,Yusuf,Lorch,1996-06-09,Male,Frankfurt,Germany,Web
1487,CL-001487,Ehrenfried,Oderwald,1958-08-01,Male,Hamburg,Germany,Referral
1488,CL-001488,Friedlinde,Hölzenbecher,1963-04-17,Female,Frankfurt,Switzerland,Referral
1489,CL-001489,Kai-Uwe,Rust,1949-03-12,Male,München,Germany,Referral
1490,CL-001490,Käthe,Neureuther,1993-12-14,Female,München,Austria,Referral
1491,CL-001491,Günther,Stoll,1992-03-06,Male,Berlin,Germany,Referral
1492,CL-001492,Andreas,Bien,1947-01-31,Male,Nürnberg,Germany,Referral
1493,CL-001493,Luis,Ziegert,1997-03-31,Male,Stuttgart,Germany,Web
1494,CL-001494,Hermann Josef,Bachmann,1948-10-05,Male,Berlin,Germany,Referral
1495,CL-001495,Uschi,Franke,1970-05-04,Female,Berlin,Switzerland,Referral
1496,CL-001496,Irene,Ackermann,2007-10-21,Female,Berlin,Germany,Referral
1497,CL-001497,Wolf,Lorch,1954-01-28,Male,Essen,Germany,Web
1498,CL-001498,Moritz,Eigenwillig,2000-05-03,Male,Nürnberg,Germany,Referral
1499,CL-001499,Martin,Jacobi Jäckel,1951-02-16,Male,Düsseldorf,Germany,Referral
1500,CL-001500,Tadeusz,Höfig,1946-08-29,Male,Frankfurt,Germany,Event
